五彩缤纷的小丑,力荐,4.8/5。和原著比，这部片子有改动，路依依不爱江洋了，好好睡晚安的细节也有调整。但整体而言，这依然是一部非常用心非常有质感的电影。先说总体，战争线和剧情线导演平衡得很好。科幻我不懂，我平时更偏好言情线，电影里，少年人半仰慕半暗恋的情绪表达得非常到位，渺小和求而不得也处理得很好，可以说，《上海堡垒》原著的精髓，电影是抓到了。再说演员，舒淇美得像琉璃，指挥官的坚强和女性的脆弱融合在一起，非常有魅力。鹿晗把少年暗恋这种感觉演到位了，他的表演是整部电影的一个亮点。
GA,较差,韩国班底的特效缺陷很明显 本就是个情窦初开的故事 硬要配一个扁平毫无说服力的末世世界观 小分队还不如中国特供环太平洋
华盛顿樱桃树,很差,除了特效，一无所有。也可以说除了特效，其它还有啥？咣咣咣了两个小时，科幻片的精神内核可不是这样的。别跟我那条毫无感觉的感情线，无法令人信服。
阿珂,较差,《流浪地球》让我们看到了中国科幻片的希望，《上海堡垒》让我们看到了对圈钱的渴望
你才是吹风机,很差,建议改名叫  上海甜蜜之暴击外星人    这样比较符合这部烂片
武侠老王子,推荐,《流浪地球》之后，国产科幻电影的又一次新探索，《上海堡垒》的亮点在于大场面与细腻处都兼具。科幻战争场面的营造，紧张感和末世感的烘托，标志性建筑的加入十分具有代入感；而人类和外星人的大战，令观众始终处在一个紧张的状态。或许，我们说的“国产科幻电影元年”真的来了。
傲娇的喵小姐,很差,被一个朋友拉去看的，她请客。全程我都在玩手机，实在看不下去。剧本太烂，谁也救不了。影帝来也一样吧！
桃桃林林,很差,如果说科幻只是背景，主打爱情的话，为什么爱情部分也都很突兀且硬来呢？另外，滕华涛导演感觉完全不会拍动作戏和战争戏，动作场面也太乱来了，也难得见到打得这么不紧张不激烈不好看乱糟糟的。以及，除了两位主角表演一般之外，所有配角的表现也都很差，所以，选择他们出演的目的又是什么呢？
小心和小欣,很差,舒淇有多好看，上海堡垒就有多烂。
書崎,较差,这不就是真人版微信小游戏“打飞机”么？？？
曾于里,很差,鹿晗的时代彻底终结，希望以后彻底不要在大银幕上看到他
徐小疼,很差,这颗星给特效公司，辛苦了。一部完完全全的骗钱作品，剧本写得是堆屎，导演技巧是堆屎，概念设计是堆屎。这一大堆屎还憋了六年，如果不是为了搏同情，我只能说这水平趁早别碰科幻片好吧？江南这个水平赶紧告别文字工作吧，会写小说不代表会写剧本，一个戏剧动作都没有，全靠旁白对话带信息你敢信？滕华涛也请拍自己擅长的都市情感电视剧吧，《蜗居》《裸婚》拍挺好的您何必？还“第一部”“科幻爱情战争片”，我可去您祖母的吧，类型不是您这么玩儿的，类型融合没您这么屎拌屎的，求求大家严肃点儿对待电影，好么？
毕竟是你二大爷,很差,爱情台风，管他北南西东----顺义二院
自在如风的，,很差,如果说「流浪地球」是中国科幻电影的最高水平，那这个就才是中国科幻电影的正常水平了。不带脑子！瞎＊＊乱科，瞎＊＊乱幻。那个时代的人们用回了键盘手机，发着“纯屏手机时代”一字一顿的短信。他还把这种设计做成了电影的主题风格。天哪。这还不算，中国场景和科幻部分不伦不类。巷子的拐角飘着全息霓虹灯，想自己的人依然用着叉杆，煤气灶，空调的外机……上海堡垒的基地直接是上海科技馆。也不说原也不说因。所有的台词似乎都是后期配的，嘴型对不上就算了，每次开英文会议都看得令人抓毛。剧情——前言不搭后语。镜头——随便拍拍，凑齐了就好，对表达几乎没有任何作用。特效——我求您别贴着「流浪地球」宣传了，观众要是报着「流浪地球」的预期去看「上海堡垒」，又会是一堆要豆瓣开负分功能的同志！
hdoom,很差,这是我唯一一部希望外星人👽赢的电影
凉非,很差,真的是...一颗星都不想给如果你支持中国电影 支持中国科幻 哪怕是让这个世界变得更好一点的吧 答应我 不买票 不讨论 不参与任何话题 一分热度都不要给他 自生自灭去吧
王大虾,较差,打仗那么久了，鹿晗的脸上还是那么白白的干净。化妆师扣三星。
但丁的方舟,很差,画面、特效和上海沉没能看、可喜。除此之外这是坨什么混搭发馊的屎，千疮百孔，详细吐槽都觉得浪费时间的那种。强烈怀疑是不是《流浪地球》在前，压力让项目经过了调整。科幻部分和爱情部分完全不搭，互拖后腿互衬得更烂。前者如同儿戏处处逻辑不通，后者莫名其妙生拉硬扯。剧本也就青少年小说水平，推剧情全靠旁白，战斗布置全靠嘴，有个锤子世界观，结尾还敢玩闪回。选角真灾难，台词真灾难。不标榜自己是“科幻战争大片”还好点，完全不是一条路子蹭个什么劲。不过片方大概也为难，带了这标签拍个青春言情片可能更不会被买账吧。
Cheeky Monkey,还行,看完电影第一感觉，鹿晗唱歌真不错！真的！多唱歌吧！
少年面条,很差,如果说《流浪地球》是开启了中国科幻大片的鼻祖，那半年后《上海堡垒》就成了终结中国科幻大片的罪魁祸首。
乌鸦火堂,还行,我并不希望中国科幻年初崛起，年中结束。这种涉及到未来战争的电影本来就很难拍，光晕电影版至今难产就是例子，所以电影的完成度早有预料。爱情戏份是原著带过来的，要不是弱化爱情戏这电影更没法看。这些不足之处，又被小鲜肉的吸黑属性无限放大。这片扑了不意外，但不能一棒子打死，亮点是有的，特效能看，而且我并不觉得这片是混弄事，只是搞错了定位，选错了角，这一次可是缴足了学费。任何事物都需要脚踏实地的摸索，真金白银的历练才会进步，否则科幻更没人拍了。
开心果,较差,这是一部粉丝电影，整体逻辑处处漏洞，可以吹的也就特效了，连原著作者自己都内涵，不知道书粉的内心是怎样的悲伤，可惜可惜
亵渎电影,很差,这些电视剧老导演不仅对科幻电影有误解，对类型片有误解，对电影是什么也有深深的误解，奉劝这些电视剧导演还是安心拍电视剧吧。《上海堡垒》是一部标准的烂片，电视剧思维的产物，所有叙事逻辑和戏剧冲突都是想当然，一分钟不用廉价的抒情配乐就会死，反派无逻辑，特效无细节，叙事无节奏，也没有科幻世界观的构建，还处于编剧瞎JB写，导演行活瞎JB拍的阶段。《流浪地球》的成功仅属于郭帆导演和他的团队，暂时还是小概率事件，对中国电影工业和中国科幻电影的影响目前真没看出来，如果大家是对中国科幻电影有什么期待的话，还是散了吧。0分
灌水机,较差,2.5 当个战争爱情片看就b事没有了。如果想看灾难科幻，我为啥不直接看独立日？要看你在这喊向我开炮？
Yukip,还行,虽然不是原著档，对于故事的背景（母舰）的理解基本是0，但对于其中的特效还是很佩服的。团队作战和主旋律可以打满分~  虽然感情线仍然让我觉得很神奇...
迷之尴尬,还行,一星献给电影，一星献给舒淇，一星献给不怕赔的投资方，有了你们我才知道什么是人傻钱多，阿修罗和封神传奇还不够警醒吗，你们就当国产电影崛起的雷区警示牌吧，挺光荣的。
王大根,很差,确实是你能想象到的最烂的科幻战争片了，未来城市就是实拍了一堆上海高楼（并且拍得灰头土脸非常丑），再往上面P点三维影像、荧光屏幕，看起来特别廉价。外星人基本就是机器人，没有任何外星感；全球防御指挥部总共不到十个人，总之就是“外星人侵略地球，上海是地球最后的堡垒”这个最最最基础的设定都没能建立起来。主角从头到尾零性格零成长，根本没有任何存在的必要，最要命的是片尾曲还给我翻唱周杰伦的《世界末日》……在世界末日和这部电影之间我选世界末日啦！
韦斯安徒生,很差,这哪是末日之战，分明是玩具打架，科幻感不是塑料感和特摄感啊！文戏基本全废，台词小学生审美。动作戏对剧情推进毫无帮助，设计感为零，除了爆炸就是人海战术，没有紧张感可言。某鲜肉演军人都放不下沉重的偶像包袱，任什么情形造型都绝不会乱，以帅为本。另外，都什么年头了，后期配音还能句句对不上嘴型，草台班子水准。
天启五城治防司首席巡捕,很差,从九州缥缈录到上海堡垒，完全证明了江南作为公司老板之一和编剧，只希望尽快消费自己的作品，赚取最大的经济利益。连自己亲手写出的作品都不重视，就不要怪市场教他做人了 
水浒三国金刚,很差,想夺取年度金扫帚奖的野望昭然若揭
虚构天堂,很差,如果说流浪地球是中国科幻电影的探路者，那上海堡垒只是个蹭热度的投机商，货车旁边的哄抢者。
月色归来时,较差,56/100 口碑扑街一直是意料中的事，看了预告片更确信了，但还是忍不住去看了首映，就这水平宣发还一直拿来跟《流浪地球》比，我看五分之一都不及……
🌰🐿,还行,可能是看之前没抱什么期待吧，所以看完之后感觉还可以。剧情还算凑合，而且这特效是真心不错。三星鼓励一下吧，希望国产科幻越来越好。
朝阳区妻夫木聪,很差,强忍着前面的九十多分钟撑下来没想到还是没躲过片尾曲带来的重击，求放过我们家杰伦吧谢谢您嘞。
夢、終會醒,很差,？？？最后打母舰那里，怎么那么扯淡，上海大炮由于被损坏了，然后就无法锁定外星人母舰，竟然还能被动锁定了鹿晗的战斗机，然后鹿晗驾驶着战斗机冲向母舰，最主要是母舰旁边都是外星人的战斗机，以上海大炮的威力，还有那么多外星人围着，然后鹿晗竟然没有死，被弹射出去了，这还能再扯淡一点吗？上海大炮那么大的威力都搞不死鹿晗，这主角光环也太牛逼了吧？？？？？？
江雪宫城,还行,全片最大的亮点可能就是特效还好一些吧，不过如果放在现在国产电影的特效程度上来讲也算是中高等，中国科幻电影不算很多，敢做就是突破。世界观没有流浪地球大，也没什么可比性，特效也不是一个级别的。感情交代还算清楚，几乎全部选择自杀的战友情，两对朦胧的爱情，为人类生存舍弃生命的大义，该有的都有了，不过有些的确算是比较老套。这部电影不功不过，喜欢战争科幻可以一看，打斗场面还可以。当然，鹿晗主角光环是有的，眼神戏虽有点稚嫩但也不错，舒淇也是真的女神！很疑惑的就是：为什么有很多台词口型对不上？
看过,很差,震惊！一90后男子狂追70后女生，为此入伍却一无所获
思路乐,很差,【D】说一个很有意思的点吧:鹿晗是主角没错，可很奇怪的是，每次只要有他的戏份，镜头大多都是远景或中景，很少去把镜头拉近对准演员的脸。我想，这是不是也代表着主创自己心里也有数呢？当然，就算是近景特写，演员当时所传达的感情大多也是正常的“平（si）静（ma）脸”，唯二两次大幅度的情感波动，只能说是惨不忍睹。为了凸显出主角的情感表达，本片大部分用的竟然还是鹿晗的旁白。你们可以去想象一下那种临场感受，简直绝了....
PUNGYO,很差,多唱歌，少拍戏，演啥都想陈长生……哎！不是有特效就叫科幻电影……刘能加个瞬移，不也还是喜剧乡村爱情吗？都说科幻元年，所以能拍的都开始拍了，想着分一杯羹，可是结果却不尽如人意。科幻电影细节很重要，再厉害的特效也不能让一部没有水准的电影成为优秀的科幻电影。中国的科幻电影还有很长的路走，照搬国外科幻电影套路是走不远的……两星给做特效的民工，加班不要太晚！两星改一星，因为啥你们都懂！希望少花钱在歪门邪道上！
黍离,很差,劝大家别浪费钱去电影院了……
张小北,较差,这个电影很糟糕，也引发了群嘲。但对于严肃的科幻电影爱好者来说，我们应该从中去学习而不仅仅只是嘲笑。巨大的失败背后也隐藏着不可忽视的经验，而且这些经验更加重要，因为巨大的成功可能会掩盖错误。巨大的失败之后，我们更需要冷静客观理性地总结经验。中国科幻电影不是一部电影能开启的，也不是一部电影能毁灭的。
冯风,很差,为什么要用这样的演员？不是他不努力，是真的不合适拍这样的片子。科幻片情境的假定，需要有质感的表演方式来弥补。结果呢？变作过家家。
举目Jonty,还行,额——看了首映，感谢豆瓣盗梦观影团……然后不多说了。
胡铁花花,较差,其实还是编导功力不够，没驾驭好两者关系，然后醉心于你们看，上海陆沉做得多好，江水成瀑布高楼坍塌多震撼。两星给特效。
夏多先生,很差,从某种程度来说，这部电影还是有划时代的意义的，它象征着粉丝向的鲜肉担当电影末日的到来。资方在这部电影以后应该也明白了，拉一些小鲜肉（其实说实话，年近三旬的鹿晗已经不能算小鲜肉了吧，最近的照片各种油腻，为什么粉丝还总是叫他少年少年的？不害羞吗）来出演电影就想骗一波钱的烂片时代已经过去了，以后能打票房的只能是在质量上过硬，遇火炼真章的那种，作为一个时代的完结，《上海堡垒》还是值得被人铭记的。
Good JOB,很差,希望观众明白，抵制烂片也是对国产电影的支持
马 夋,较差,科幻片是想象力的艺术品，但是在这里，看不到任何想象力，所有的设定都是矛盾的，像一盘散沙。里面的演员都是灾难，尤其是那位归国鲜肉。
时光Serene,还行,刚开始看电影的时候，看到影片定义为爱情，战争，科幻，看完之后感觉更多的是剧情片，灾难片。最后处理的部分，刚开始会觉得有一些小格局，但是细想一番，爱情和对事业的坚守一样都会“念念不忘，必有回响”。我们最坚实的堡垒是我们破釜沉舟的勇气。陆沉怎样，堡垒失守又怎样，我们的心气不灭，我们就一定守住一方阵地，最终实现绝地反击，夺取最后胜利。
二月鸟语,很差,毋庸置疑，《上海堡垒》是部烂片！虽然没达到全方位烂，但已经很接近了。他的问题在于剧本（人物、情节、冲突等等）不讲逻辑，放飞自我。特效和形式跟《变形金刚》都没可比性，更别说《星球大战》了。演员全员面瘫式表演也非常尴尬，当然并不是说鹿晗、舒淇演技差，要怪只能怪片子角色差。都说今年是中国科幻元年，我觉得这部片子可能是来蹭科幻元年的热点来了。因为作为科幻元年的第二部科幻片，烂成这样，必然是对中国科幻的一次信心打击，中国科幻其实也蛮努力的，但优质资源和资本都被一群不懂科幻的人占用的时候，是不是特别上火？回头看，才发现《流浪地球》真的不容易。我们的电影市场已经不是前几年烂片随便五六亿的时代了，来玩票的确实应该好好思考一下了。
穿山,还行,点映场，能看但无趣。末日灾难题材＋爱国保球精神接棒《流浪地球》，甚至终极破局的方式也一脉相承（向我开炮→当场京了！）；这部剪辑没乱阵脚，出现危机→解决危机的主叙事线目标明确，故事讲得要比破球清楚；然而设定是很老套的抵抗外星人入侵，几乎每步措施都在预料中，新鲜惊喜度就不如破球了，综合起来打个平手吧。破球感情线主打亲情，打击面更广，沪堡走你爱我我爱她的暗恋向，受众较成人化，处理得很80后趣味＋电视剧feel（看过《此间的少年》一秒get，还是熟悉的味道），爱情戏份与战斗场面结合就有种星战mix新海诚的意思，尤其那个草地光柱夜空的场景，诚哥审美无疑了！比较忿忿不平的是好惨一潘队……要是我会气到头掉。总之希望中国科幻片能早日走出张扬大国自信的舒适区，有更多样的尝试。（为何找鹿晗舒淇主演？因为鹿加嘴）
顗禮,还行,为了胜利，想我开炮。实话实说，真的能看；作为一个原著党，很明白改编电影的难度在哪里，对现在呈现出的这个改编方案还是比较满意的，除了完善了世界观以外也加入了更多观众喜闻乐见的爆米花元素，改动最大的路依依其实也就是为了给江洋加一层道德保险，虽然不开心但也能理解；所以，这个片子最大的问题其实反而是它本身的质量与完成度，特效确实不行，也缺少一个强有力的大高潮，只能说，电影的好，都是原著赋予的；当然，最终成片已经超出预期了，“好好睡，晚安”一出，依然是禁不住类目，保留了这样的精髓还是值得鼓励的
张奎文,很差,爱情科幻轻喜剧，鹿晗舒淇双女主的配置！橘里橘气我喜欢
杨小荤,很差,2019年在影院里最为煎熬的一个多小时……叫啥上海堡垒？叫上海屯还差不多
fly,较差,之前Social需要先看了。如果出现拿独立日吹这个片子的真是伪科幻迷的典型，独立日是什么年代的片子了？20多年过去了啊。就因为这片子有抄独立日的镜头，学了打打打的老套路，就被利用着拿来吹已经2019年的中国科幻特效？给我们一些真正的新东西可以吗…当然肯定有人说两框这本来就是伪科幻结局愚蠢的言情小说。那电影言情方面的处理更有得吐槽了。情节和选人在我这里都是失败的，入不了戏，无聊。演员没演技的居然依赖旁白表意和时而对不上口型的配音。总之，科幻和言情哪方面都不满意，不考虑social效应的话无疑浪费了我时间。 为了一部无聊的影片不惜污染我的观影list写个点评算是偶发善心为了提醒和我一样对电影有一定要求的人。 唉，其实也很想和其他人一样不多说直接一星总结算了，毕竟这片子吐槽都不值得费笔墨。
时间之葬,推荐,《上海堡垒》重头戏很大比重给了战争场面，在上海城市上空穿梭于摩天大楼间的空战，还是很有想象力和调度水准的，也算是国产科幻的又一次突破。片尾的上海陆沉，也不同于过去灾难片里打卡式的毁地标，而是誓死保卫家园的悲壮决心。许久没在大银幕见到的鹿晗，值得单独说几句。江洋这个角色，很明显能看出他是有意卸下年轻偶像的包袱，来挑战一个更加厚重的人物。他从始至终的扮相和表情，也都在努力往这个方向上使劲。虽然依难掩稚嫩，但也算符合少年江洋的人物设定，相比前些年的作品已有了不小的进步。这说明过去别人给扣的帽子也只是一种成见，偶像完全可以成为一位合格的演员。
阿彬同学,很差,从一系列的宣传动作和电影质量形成的巨大落差来看，影方和主演是典型的当了婊子还想立牌坊，还好尽管无耻无畏的波涛是怎样汹涌，清醒的仍是大多数
德卡的羊,很差,15/100，倒是烂的挺好笑的，里面主角有句台词“我想考电影学院。”现在我把这句话送给导演。
萨库拉,很差,感觉科幻片这个类型都被侮辱了。尤其我们的公务员有一种泰山崩于前而色不变的气质，末日了还一副悠悠闲闲公事公办的样子，心理素质特别强。
LST,很差,真的是”灾难”片....大家别踩这个雷
言午夢,很差,卧槽这是诈骗来着吧，打着科幻片的预告和宣传你tm给我看的是爱情动作片？这是偶像电视剧吗？剧情很尴尬！特效马马虎虎，服道化很尴尬 ，换皮青春爱情片 ，绑定《流浪地球》宣传，粉丝尬吹情怀 ，军人留长发，帽子朝天带 ，剧情无逻辑，强行领盒饭 ，虚假宣传，强行家国情怀 ，终极尬点：台词那都不是事，配音口型12345 垃圾电影
芥末蘸酱,推荐,其实讲的是一个男孩在成为男人路上的“末日之恋”的故事，格局并没有很大，就是个科幻外衣下的爱情故事。一旦接受了这个设定，整个剧情的框架是没有太大问题的。前面说了格局不算大，但是特效场面还是做得很到位的。无论是气势宏大的巨型母舰，还是眼花缭乱的空战追逐，都在国产特效水平的水准线之上。视效上最壮观的非陆沉场面莫属，黄浦江拦腰斩断变成瀑布倾泻而下，一众摩天大楼轰然倒塌，这应该是国产电影头一次这么直接描绘一座当代城市的毁灭吧？另外要说的是，其实在一部这种体量的商业制作中，留给演员的表演空间不太大。饰演核心人物江洋的鹿晗，把一个初入军队涉世未深的懵懂男生展现得挺到位的，而且有几个桥段的表演，还可以看得到细节和层次，努力和进步可以说是肉眼可见的。最后的最后，上海大炮终极一击射向的是…要不你猜一下？
李不言,很差,我都这么厌世一人了，没想到看完《上海堡垒》后，它还能让我分分钟想抱着导演同归于尽。真是烂得无处下嘴啊，他们从头到尾要么深情要么悲壮，要么既深情又悲壮，然而我只想冷笑：呵，一部假装自己有科幻又假装自己有爱情，然而其实只有“假装”的大烂片。从头到尾都是儿戏，但偏偏一个个还要假装出如丧考妣的样子，真是辛苦你们了呢。诛心地说我觉得拍出这样的电影还好意思让观众来看的导演是在蓄谋报复社会，而写文章骗信任他们的观众去电影院看这种垃圾的媒体全都毫无操守——再大的营收压力也无法构成骗信任他们的读者进电影院看烂片的正当理由，也许这部电影最大的贡献就是当了一次照妖镜，让我们看到了那些平时一副理中客嘴脸，实则只要给钱再烂也夸的黑心营销号的下作行径。要不是工作在身，谁特么爱看谁看，给钱我都不看，除非看片发女朋友，哼。
曦子童鞋,很差,至今都还有很多制作方和投资方不断用事实证明通过流量明星带货是行不通的，只是可惜了舒淇。
lemon,很差,剧情乏味，不是靠故事细节和逻辑推动的，严重依赖旁白和粗糙别扭的台词。特效和配乐的品味都很低。对，重点强调是品味问题。不管拍得多烂这种题材找鹿晗来当男主角依旧算是暴殄天物，舒淇也完全不适合林这个角色。一直没有热血紧张感最后算是给这人拍了个MV…………
今天道,推荐,科幻类型从此成为中国电影市场不可忽略的类型。
邹正男,很差,真的是玩脱了，这片子跟科幻有关系么？不断的重复母舰回来了母舰又走了，节奏无比缓慢，表演极其没有紧张感，这个电影鹿晗还真就不怎么背锅，谁演都一样改变不了电影太差劲的本质！东方明珠在这么多次交战中一点损伤没有，莫非外星人也有保留文化遗产的意识？忍住四五次没有退场是我对这个电影最大的尊重。
色烈芬_,较差,其实特效还不错啦
der Scheinende,很差,抵制上海堡垒这种投机片，才是真的支持中国科幻
已注销,很差,不好拍就不要拍啊，圈快钱真是惯养出的德性，放过科幻，把我的想象力还给我
我又被盗号啦？,很差,如果说没有先看流浪地球的话可以给这个剧3分，但是看了之后只能给这个电影1分了，差的不是一点半点了，对比太强烈。
魂,较差,【D】想要把主角塑造成一个有天赋、扛得起重任的英雄形象，结果却只能从队友和上级的台词中听到他有多牛逼，硬是没办法从镜头里看出，再加上鹿晗的表演以及尴尬的爱情线。虽然不是毫无下限的片，但实在是一点同情分都给不出来。
vincent,很差,看了首映，剧情尴尬，戏剧冲突刻意。演员表演很尬，剧情完全侮辱观众智商。外星物质叫仙藤。长成紫水晶的样子。呵呵。上海被毁之后，居然眨眼间就能重建好。城市还和毁灭前一毛一样。真是厉害了。全程手枪啪啪啪打怪兽。还打不死。开篇说仙藤引领人类科技大进步，就不能升级一下手枪吗？科技进步的钱都花在哪了？
一口大井子,很差,中国电影科幻元年，始于吴京，止于鹿晗。不光是部灾难片，对于整个电影来说更是一场全方位的灾难。
刘小黛,很差,流浪地球的“成功”，或许会带来一批这样烧钱又难看的热血旋律。
鹤溪,很差,谁给宣发的脸让它碰瓷流浪地球？框框也稍微长点心吧，你就是这样对待自己写的书的？
挪威耀阳,很差,已阅，上世纪日本特摄片水平😂顶多算个高清重置版……特效真的是国产页游级别，动作戏敷衍潦草看得我直打瞌睡，爱情戏更是萎靡不振，舒淇鹿晗这对女女毫无cp感，草草敷衍了几场前戏，然后直接就跳事后了，看得观众一脸懵逼的，唯一的贡献是在国产大片中首次出现了拉拉戏，值得鼓励所以还是给一颗星吧～😜
Miss劉媛,推荐,特效不错，在国内科幻里面，也是走在前端的，主要以战争为主，鹿晗和舒淇小姐姐的感情戏不多，刚刚好，看到“收到”那个短信时的略微遗憾和感慨，以及最后舒淇回头之后的笑，非常甜~
花猜,很差,《上海堡垒》给中国的科幻元年画上了句号。
乖乖的戀風,很差,向我开炮………燃不起来啊 大哥
鸡米花,很差,球球别再捆绑流浪地球营销国产科幻片了，本质就是披着科幻外皮的圈钱言情片，鹿晗演技还是一如既往的烂，心疼舒淇为了还人情接这么一部二番烂片。
Margo,推荐,末世感不错 技术OK
猫的房东,很差,江南整天恰烂钱
二笙长居我家长,很差,能不能别扯科幻，中国科幻都被你们搞成这样了。偶像就去玩综艺好吗？表情真是烂到家了，真是什么样的导演什么样的演员，一锅老鼠屎。
李厂长🉑,很差,听说有个做盗版的，录这个三十分钟受不了就走了
德川咪咪,很差,看到一半，旁边那个人拍拍我：能跟我解释下哪边是好人哪边是坏人吗？
风间隼,很差,“科幻元年”之后当然是“科幻一年级”，你还指望中国电影一下进化到2019年不成？
杀破狼,力荐,【————！！全篇剧透！！————】哎，看哭了5次：潘队牺牲时/路依依牺牲时/曾煜牺牲时/林澜牺牲时/最后江洋收到林澜回复的短信时。真的很好看！特效真的真的贼棒，场面极其震撼，母舰甫一出现攻击防炮御时，炸的我头皮发麻。后面还有一幕，捕食者在大家没注意时突然闯进指挥中心（好像是？），把我吓得从椅子上跳了起来，眼镜都飞了（因为我近视，眼镜上面还戴了3D眼镜）然后手忙脚乱扶眼镜。哭了好几次，找纸巾擦泪时有的片段可能错过了，后面一定要补回来。这电影真的看得超级爽！特效完全可以！
白日梦想家,力荐,说实话，真的有点震撼到我……本半个科幻迷现在还有点难以平复心情😭出影厅眼泪都没擦干就疯狂给上海的朋友们发微信，狂喊快去看炸上海啊！！！！！！中国的动效科幻虽然刚起步，还不尽完美，但是真的可以期待的！！！😭真心希望上海堡垒能开个好头，可以被更多人以平常心看见，我们东方人骨子里虽然像江洋一样含蓄，做起事来不比别人差！！！
